filename,bpm,key,camelot,energy
SERGIK - Can You Dance v2.wav,86.1,D minor,7A,7
SERGIK - Rhythm.wav,86.1,A major,11B,6
SERGIK - Witchoo.wav,117.5,F# minor,11A,6
SERGIK - Like The Ol Days (Bass VIP).wav,123.0,A major,11B,6
SERGIK - Inspire.wav,92.3,D major,10B,6
SERGIK - Nothing to it.wav,123.0,D major,10B,6
SERGIK  - Betta.wav,123.0,G major,9B,7
SERGIK - Creature Hrs.wav,86.1,A major,11B,6
SERGIK - In The Streets.wav,86.1,B minor,10A,6
SERGIK x Silent Jay - Like That.wav,86.1,A major,11B,7
SERGIK - tell her v2.wav,117.5,A minor,8A,7
SERGIK x Chris Powell - Wut We Hear To Do.wav,147.7,D major,10B,6
SERGIK x Konbot x Lavender - Moon Freakin.wav,123.0,D major,10B,6
SERGIK - Head Up.wav,86.1,D major,10B,7
SERGIK x Breauxxx - Pumpin.wav,129.2,D major,10B,7
SERGIK - Back Around.wav,86.1,D major,10B,7
SERGIK - Give Back Ft. Cy Heck.wav,86.1,A major,11B,6
SERGIK - Dubonaut.wav,129.2,A major,11B,5
SERGIK x Breauxx x WWW - Uninvited v2.wav,86.1,D major,10B,8
SERGIK - Come On Strong - 124 BPM Dmin.wav,86.1,D major,10B,7
SERGIK x Sean Hart - Madness In The Summer.wav,117.5,A major,11B,6
SERGIK x Nood - Im Grown (Instrumental).wav,143.6,A major,11B,5
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental).wav,92.3,,,1
SERGIK - Moon Settler.wav,117.5,A minor,8A,7
SERGIK - Whats the Plan Ft. WWW.wav,86.1,A major,11B,6
SERGIK x Bob Marley and The Wailers - Get up Stand up.wav,152.0,D major,10B,6
SERGIK - Funkshway - ANALOG RECORDING.wav,117.5,D major,10B,6
SERGIK - Self Love.wav,86.1,D major,10B,7
SERGIK - Conducter.wav,129.2,D minor,7A,5
SERGIK Ft. Janis & The Planets - Like A Daisy.wav,86.1,A minor,8A,6
SERGIK - In The Streets - (Funkshway SRGFLp) V2.wav,117.5,A major,11B,6
SERGIK - Nimbus Ride.wav,117.5,D minor,7A,5
Sergik x DJ Epidemik x 1200Runway - No Time.wav,86.1,F# minor,11A,6
SERGIK x Auxlee - Quirk.wav,147.7,D major,10B,5
SERGIK - Chasing the sun to Tokyo (Mastered).wav,89.1,E minor,9A,6
SERGIK x Cafe Caderas - House Girls.wav,129.2,A major,11B,6
SERGIK - Drop Dat B.wav,129.2,D major,10B,5
SERGIK - In The Moment.wav,86.1,D minor,7A,7
SERGIK - Up All Night.wav,86.1,C major,8B,6
SERGIK x Sean Hart - - All I Want V3.wav,117.5,A major,11B,6
SERGIK - I Like the way.wav,123.0,A major,11B,6
SERGIK - Golden Hour - Trap.wav,86.1,A major,11B,6
SERGIK - Guttah.wav,129.2,A major,11B,8
Sergik x Hausofdevotion - Delirium.wav,86.1,A minor,8A,5
SERGIK x Janis - Like a Daisy (VIP Alchemy).wav,76.0,F major,7B,6
SERGIK x Sean Hart Ft. Chris Powell - American LOVE (Rebass).wav,117.5,D major,10B,6
SERGIK - All My Ladies ft. Nessa.wav,123.0,F major,7B,6
SERGIK x Breauxxx - All Around.wav,86.1,D major,10B,6
SERGIK - Lose Yourself.wav,123.0,D major,10B,6
SERGIK - Aha.wav,86.1,A minor,8A,6
SERGIK x Aloe Flipz x Nood - Bxtch I Grow (Shafeus Edit).wav,86.1,A# minor,3A,6
SERGIK - Jumpin v2.wav,129.2,A major,11B,5
SERGIK - Dont Go.wav,86.1,F# minor,11A,8
SERGIK x Silent Jay - Soul On Fire.wav,86.1,D major,10B,7
SERGIK - Do My Thang.wav,86.1,A major,11B,8
SERGIK x Forgotten Modern - Give it To Em.wav,123.0,A minor,8A,8
SERGIK - Electrify.wav,86.1,D major,10B,5
SERGIK X JIMII - JUST IN CASE.wav,129.2,D major,10B,6
SERGIK x Sean Hart x Sean Watson V2x Janis - Snap Back Sweet.wav,92.3,A major,11B,6
SERGIK x Bone - Motion.wav,89.1,D minor,7A,5
Sergik - Tell Me.wav,123.0,D minor,7A,6
SERGIK x Breauxxx x NOOD - Comprehension.wav,129.2,D major,10B,6
SERGIK x Aloe Flipz - Broken Problems v2.wav,123.0,D major,10B,6
SERGIK x Slick - Gangsta.wav,86.1,D major,10B,5
SERGIK - Elevator Musik.wav,129.2,D major,10B,7
SERGIK - Never Hold Back.wav,86.1,D minor,7A,6
SERGIK - Funkshway analog.wav,117.5,D major,10B,7
Sergik - 90s Baby.wav,86.1,D major,10B,6
SERGIK - Going Fast3.wav,86.1,D major,10B,6
SERGIK - Hotstepper Remix.wav,99.4,D minor,7A,5
SERGIK - Mind n Body.wav,86.1,D major,10B,6
SERGIK x Sean Hart Ft. Chris Powell - American LOVE V2.mp3,123.0,D major,10B,6
SERGIK x NOBOUNDS - Alleyways.wav,123.0,A minor,8A,6
SERGIK x Aloe Flipz - Betta Daze 88bpm.wav,89.1,D minor,7A,6
SERGIK - Going Fast.wav,86.1,D major,10B,7
SERGIK - Hi n Lo.wav,86.1,D# major,5B,6
SERGIK - Going Fast2.wav,86.1,D major,10B,7
SERGIK x CHKLZ - To Da Flow.wav,129.2,A major,11B,7
SERGIK ft. Residuo - Gottalotta.1.wav,123.0,D major,10B,7
SERGIK - Must Be.wav,86.1,D major,10B,6
Sergik x Skeezy - Gangsta.wav,129.2,D major,10B,6
SERGIK - Space Travel.wav,86.1,A major,11B,6
SERGIK - Astro Daze.wav,76.0,A minor,8A,9
SERGIK x OG Coconut - What you want.wav,86.1,D major,10B,7
SERGIKx Offmedz_ - Trippy Liquid.wav,86.1,D major,10B,6
SERGIK x Slick Floyd x Lev Ayathiens - Running V2.wav,117.5,F major,7B,6
Sergik x Slick - Da Pyramids.wav,86.1,D minor,7A,6
SERGIK - Boomers.wav,123.0,F# minor,11A,5
SERGIK - Have To Dance.wav,123.0,A major,11B,6
SERGIK x AUXLEE - The Conex.wav,103.4,A minor,8A,8
SERGIK - Motions.wav,129.2,D minor,7A,5
SERGIK - Duces (Disco Infero Remix).wav,112.3,D major,10B,6
SERGIK - How I Feel.wav,117.5,A minor,8A,6
SERGIK - When we go.wav,86.1,D major,10B,7
SERGIK - Wonked.wav,92.3,A minor,8A,6
SERGIK - Whats Her Name ft. Mateo Haze.wav,117.5,A major,11B,6
SERGIK x LODIN - Bussin v2.wav,123.0,A major,11B,7
SERGIK - Leveled.wav,92.3,A major,11B,5
SERGIK - Seretonin.wav,86.1,B minor,10A,6
SERGIK - City Control.wav,123.0,A major,11B,7
SERGIK - Rhythm v3.wav,86.1,A minor,8A,6
SERGIK - Something.wav,86.1,D major,10B,7
SERGIK - Vibrationz.wav,123.0,D major,10B,6
SERGIK - Like The Ol Days.wav,123.0,E minor,9A,6
SERGIK x OG Coconut x Kuhl - Mavericks V2.wav,143.6,D major,10B,6
SERGIK x Deep Chetty- So Good.wav,86.1,D minor,7A,7
SERGIK - Tell me wat it do.wav,129.2,D major,10B,7
SERGIK Ft. Lugh Haurie - Zoned 127 BPM D Min.wav,129.2,C major,8B,7
Sergik x JIMIII x Mateo Haze - Tap In.wav,147.7,D major,10B,7
SERGIK - Traction.wav,92.3,D major,10B,5
SERGIK x Janis x Sean W x Safecrackaz - Take Me To 2.wav,117.5,D major,10B,5
SERGIK x Zack Thrasher - Betta.wav,123.0,G major,9B,8
SERGIK x Zonii - kcuf.wav,123.0,A major,11B,6
SERGIK - Wut We Bring.wav,86.1,D minor,7A,6
SERGIK - Funky Technician.wav,86.1,D major,10B,6
SERGIK x Breauxx x WWW - Uninvited.wav,86.1,D major,10B,9
SERGIK x Zak Martin - Throw it Back.wav,129.2,D major,10B,6
SERGIK - Rhythm v2.wav,86.1,A major,11B,6
SERGIK x Breauxxx - The Bag 135bpm (Techyea SRGFLIP).wav,129.2,D major,10B,6
SERGIK x Frank Terry_Repeat_MSTR 1 [Worth the Weight Mastering].wav,86.1,D major,10B,6
SERGIK x Kody Black x Lugh Haurie - All My Friends.wav,129.2,D major,10B,7
Sergik - Hard to Love.wav,117.5,A minor,8A,6
SERGIK - How We Do.wav,129.2,D major,10B,5
SERGIK x Auxlee - Weepin Willows.wav,136.0,A major,11B,6
SERGIK - The Beat.wav,117.5,A minor,8A,7
SERGIK x Mike Ron - MNWKA.wav,92.3,A major,11B,5
SERGIK x Bob Secret - Kiss Me.wav,123.0,D minor,7A,7
SERGIK - Bass Bunker.wav,89.1,D minor,7A,6
SERGIK - Rushy Funkshway.wav,117.5,A major,11B,6
SERGIK - Straight to the Room.wav,86.1,A major,11B,6
SERGIK - Rhythm VIP Techno.wav,129.2,A minor,8A,6
SERGIK x Janis & The Planets - To The Moon.wav,117.5,A minor,8A,6
SERGIK ft. Javi - LOKO.wav,129.2,A major,11B,6
SERGIK - This is the sound.wav,86.1,A major,11B,7
SERGIK - Piece Of Your Luv 2.wav,123.0,D minor,7A,8
Sergik - Kittymean.wav,129.2,E minor,9A,6
SERGIK x OG Coconut - Big Macs n Jumbo Jacks.wav,129.2,E minor,9A,5
SERGIK - To Dat Bass.wav,129.2,D major,10B,6
SERGIK x OG Coconut x Kuhl - Mavericks.aif,143.6,A major,11B,6
SERGIK - The World Dont Stop The Day (Sax).wav,123.0,D major,10B,6
SERGIK - Discodellic.wav,86.1,D minor,7A,6
SERGIK - My Type.wav,86.1,D minor,7A,7
SERGIK x Aloe Flipz - Broken Problems.wav,123.0,D major,10B,7
Sergik x Silent Jay - tear the roof off.wav,86.1,D major,10B,7
SERGIK - Cherry Bombs singled.wav,86.1,D minor,7A,5
SERGIK Rework - Say Yeah v4.wav,129.2,A major,11B,6
SERGIK - Resist d'King Of The Jungle with LOVE.wav,123.0,G major,9B,5
SERGIK x NOOD - juice.wav,129.2,D major,10B,5
Sergik - Warehouse District.wav,86.1,C# minor,12A,6
Sergik - Recuperate.wav,83.4,A minor,8A,5
SERGIK - Like That 1.wav,86.1,A major,11B,7
sergik x frank terry_cozy cats_master 1 (worth the weight).wav,86.1,G major,9B,6
SERGIK - Forza.wav,86.1,D major,10B,8
SERGIK x Slick Floyd x Lev Ayathiens - Running.wav,117.5,F major,7B,6
SERGIK - Can We Rock.wav,117.5,A major,11B,5
Sergik x Slick Floyd - If you want to.wav,86.1,A major,11B,7
SERGIK - Ooh I Like That.wav,123.0,D major,10B,6
SERGIK x CHKLZ - On Da Flow.wav,86.1,D major,10B,7
SERGIK - Deep Side The Mood.wav,136.0,D major,10B,5
SERGIK x Janis & The Planets - Searching (Instrumental).wav,92.3,F major,7B,5
SERGIK - Para Papa.wav,123.0,A major,11B,8
SERGIK - Drunk.wav,129.2,A major,11B,6
SERGIK - Rushy Funkshway 1.wav,117.5,A major,11B,7
SERGIK x Breauxxx - The Bag 135bpm (Tech-yes VIP).wav,129.2,D major,10B,6
SERGIK  - Make it Bounce Pre-Master.wav,129.2,D major,10B,6
SERGIK - Roundabout No Exit.wav,86.1,D major,10B,6
SERGIK - Free.wav,129.2,A major,11B,6
SERGIK x Guage x Fairydvst - Feelin.wav,129.2,D major,10B,6
SERGIK x BatteryLo - Thiiisss.wav,92.3,A minor,8A,7
SERGIK x Slick Floyd x Lev Ayathiens - Running (No Vocals).wav,117.5,F minor,4A,6
SERGIK - Cant Fight It.wav,123.0,D major,10B,7
SERGIK - Book of Memories.wav,92.3,G major,9B,6
SERGIK x Stov - Everyday (DnB ViP).wav,76.0,A major,11B,6
SERGIK - WooksWonkWubz.wav,143.6,A major,11B,6
SERGIK x Braydo - Bicycle Day.wav,86.1,D major,10B,7
SERGIK - Containment Breach.wav,129.2,A major,11B,5
Sergik x L9V - Hourglass.wav,86.1,D minor,7A,8
SERGIK - Early Morning.wav,123.0,G# major,4B,8
SERGIK x NOOD - If You Want To.wav,86.1,C major,8B,6
SERGIK Remix - Durand Jones & The Indications - Witchoo.wav,117.5,F# minor,11A,6
SERGIK x JIMII - Do it Yourself v2.wav,86.1,D major,10B,6
SERGIK ft Tia Jenny - Thats IT..wav,117.5,A minor,8A,6
SERGIK x Breauxx - Come Correct.wav,129.2,A major,11B,6
SERGIK - No Drama.wav,123.0,A minor,8A,5
SERGIK x ESHER - Nitrous.wav,136.0,C major,8B,5
SERGIK x Sean Watson Ft. Janis - A Good Day.wav,92.3,A major,11B,6
SERGIK Ft. Janis & The Planets - Suade.wav,92.3,D minor,7A,6
SERGIK x Zak Martin - Wat U Want.wav,86.1,A minor,8A,6
Sergik - baked turkey.wav,117.5,C minor,5A,5
SERGIK x Jetski - Alienated.wav,129.2,D minor,7A,7
SERGIK x Slick Floyd - LDE.wav,86.1,D major,10B,7
SERGIK x Cy Heck - On A Diet.wav,129.2,D minor,7A,6
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental) 1.wav,123.0,D major,10B,6
SERGIK - To Dat Bass 2.wav,86.1,D major,10B,6
SERGIK - Turn in to.wav,123.0,A major,11B,6
SERGIK - Whats the Reason (Bass VIP).wav,92.3,A minor,8A,6
SERGIK - Rover Coasting.wav,86.1,D major,10B,5
SERGIK - Bitty Bong Dub.wav,92.3,D minor,7A,5
SERGIK - The World Dont Stop The Day.wav,86.1,D major,10B,6
SERGIK x Slick Floyd - Pharoe.wav,86.1,A major,11B,5
SERGIK x Isaiah - Wont Stop.wav,136.0,E minor,9A,6
SERGIK x Sean Hart x Cy Heck - Give Me That Sound.wav,123.0,D major,10B,5
SERGIK X OG Coconuttz - Drunk n High.wav,143.6,A major,11B,6
SERGIK - Going Gone 122bpm.wav,86.1,A major,11B,6
SERGIK - Frequency.wav,129.2,D minor,7A,7
SERGIK - Double D's.wav,86.1,D major,10B,6
SERGIK - In The Streets 2.wav,86.1,D major,10B,6
SERGIK - Like The Ol Days 1.wav,129.2,A major,11B,6
SERGIK - Everlast.wav,86.1,D minor,7A,6
SERGIK - Sometimes Ft. Bessie Jones.wav,80.7,G# minor,1A,5
SERGIK - Quarter Keys ft Andino.wav,86.1,D major,10B,6
SERGIK - Duce.wav,112.3,D major,10B,6
SERGIK - Atlantis.wav,86.1,B minor,10A,5
SERGIK - Cruise Control 1.wav,129.2,D minor,7A,5
SERGIK - Up n Down.wav,129.2,F# minor,11A,7
SERGIK x Optikz - Foe Fos.wav,92.3,A major,11B,7
SERGIK x L9V x Silent Jay - We Should Save.wav,123.0,D minor,7A,5
SERGIK x Silent Jay - Move n Groove.wav,86.1,A minor,8A,6
SERGIK - Better With You.wav,123.0,D minor,7A,6
SERGIK x Breauxxx - The Bag  (DiscoTech SRGFLIP).wav,129.2,A major,11B,6
SERGIK x Javi - Smoke Break at Da Crib VIP.2.wav,86.1,D major,10B,5
SERGIK - Daze V2.wav,152.0,E minor,9A,6
SERGIK x Emperor Obscure - Baggin On Me.wav,123.0,D major,10B,6
SERGIK Remix - Damian Marley - Welcome To Jamrock.wav,129.2,G minor,6A,6
SERGIK - Let the music.wav,117.5,C major,8B,5
SERGIK - Spanktula.wav,86.1,D minor,7A,8
SERGIK - Hello Hello.wav,86.1,A major,11B,6
SERGIK - All I Want is.wav,123.0,D major,10B,6
SERGIK - Space Dust.wav,86.1,A minor,8A,6
SERGIK x NOOD -  Refreshments.wav,86.1,D major,10B,5
SERGIK - Dandy - Cmaj - 105bpm.wav,147.7,D major,10B,6
SERGIK - What Is What Xtendo.wav,89.1,D minor,7A,8
SERGIK Rework - Say Yeah v3.wav,129.2,A major,11B,6
Sergik - Bloops n Kats.wav,123.0,D major,10B,7
SERGIK - Sunrise Bass.wav,92.3,D minor,7A,6
SERGIK - Fk Wat They Say.wav,123.0,F# minor,11A,7
SERGIK - Bender 1 1.wav,86.1,D major,10B,7
SERGIK - Wonked (135 BPM Drum Rework).wav,89.1,A major,11B,6
SERGIK x Skeezy - Keep Myself.wav,86.1,A major,11B,7
SERGIK - Jumpin.wav,129.2,A major,11B,5
SERGIK x Cy Heck - On A Diet V2 1.wav,86.1,D major,10B,5
SERGIK - Perspectives.wav,123.0,A major,11B,9
SERGIK x Isaiah Walker - Be Yourself.wav,123.0,A major,11B,5
SERGIK x CEEMOAR x GOJI - SlimThick.wav,129.2,D major,10B,6
SERGIK x Bobs Secret - From The Soul.wav,86.1,A major,11B,6
SERGIK x Forgotten Modern - Flip Da Switch.wav,129.2,D major,10B,7
SERGIK - 24_7 VIP 2.wav,86.1,A major,11B,6
SERGIK - Do It Right (Peggy Gou Remix).wav,147.7,D minor,7A,7
SERGIK - Illusions.wav,86.1,D major,10B,6
SERGIK - The Seed.wav,80.7,D major,10B,5
SERGIK - BS Aside.wav,123.0,A major,11B,7
SERGIK X OLEA - Bad Water.wav,86.1,A major,11B,8
SERGIK x Breauxx - Walk Dat Walk.wav,86.1,D minor,7A,6
SERGIK - Gypsy - House.wav,152.0,D minor,7A,7
SERGIK - Subliminal acid.wav,123.0,A major,11B,6
Sergik - Its On till Dawn.wav,86.1,A major,11B,6
SERGIK - Bad Decisions.wav,123.0,A minor,8A,8
SERGIK x Slick Floyd - Bout Dat.wav,86.1,D major,10B,6
SERGIK x Javi - Smoke Break at Da Crib VIP1.wav,86.1,D major,10B,6
SERGIK - Temptations.wav,123.0,D major,10B,6
SERGIK - Reverie.wav,123.0,D minor,7A,6
SERGIK x SRIJA - Disco Power.wav,129.2,D major,10B,6
SERGIK x Sean Watson x NOOD - Aqua.wav,86.1,A major,11B,5
Sergik - Shifting.wav,86.1,B minor,10A,6
SERGIK - Giddup - 125BPM CMaj.wav,123.0,D major,10B,7
SERGIK x Cy Heck - On A Diet V2.wav,86.1,D major,10B,5
SERGIK x Cy heck - On A Diet V3.wav,123.0,D major,10B,6
SERGIK - Spring Swing 1.wav,86.1,A minor,8A,7
Sergik ft. 1200runway x DJ Epidemik - Its My Birthday_.wav,123.0,C major,8B,5
SERGIK - Tricks.wav,89.1,D major,10B,7
Sergik - Desert Dweller.wav,117.5,B minor,10A,6
SERGIK x Breauxxxx x Janis - The Bag (OG MiX).wav,129.2,A major,11B,6
SERGIK x Forgotten Modern - Flip Da Switch v2.wav,129.2,D major,10B,7
SERGIK - On and On.wav,129.2,D major,10B,5
SERGIK - Wandering.wav,117.5,G# minor,1A,5
SERGIK x Ben Frank x Sean H - Wantchoo.wav,117.5,F# minor,11A,6
